Scientific.name,Common.name,Confidence,Audio_IDs,Site_IDs
Tringa glareola,Wood Sandpiper,"0.1,   0.12,   0.14,   0.15,   0.16,   0.2,   0.21,   0.24,   0.29,   0.4,   0.4,   0.49","A032,   A021,   A024,   xa23,   A035,   A033,   A034,   A029,   A025,   A036,   A037,   A026","18,   1,   7,   11,   2,   13,   12,   17,   10,   3,   14,   19"
Emberiza citrinella,Yellowhammer,"0.1,   0.11,   0.11,   0.11,   0.11,   0.12,   0.12,   0.12,   0.13,   0.13,   0.14,   0.17,   0.18,   0.21,   0.23","A029,   A025,   A037,   A034,   A027,   A032,   A035,   A033,   A026,   xa23,   A036,   A023,   A024,   A021,   A022","17,   10,   14,   12,   6,   18,   2,   13,   19,   11,   3,   16,   7,   1,   15"
Vanellus vanellus,Northern Lapwing,"0.1,   0.1,   0.1,   0.12,   0.12,   0.12,   0.13,   0.13,   0.13,   0.15,   0.16,   0.18,   0.18,   0.22","A029,   A024,   A037,   A021,   A026,   A032,   A023,   A035,   A036,   A025,   xa23,   A033,   A022,   A034","17,   7,   14,   1,   19,   18,   16,   2,   3,   10,   11,   13,   15,   12"
Garrulus glandarius,Eurasian Jay,"0.11,   0.12,   0.13,   0.14,   0.15,   0.15,   0.25,   0.27,   0.3,   0.37,   0.43,   0.54","A027,   xa23,   A021,   A036,   A024,   A037,   A035,   A023,   A034,   A029,   A033,   A030","6,   11,   1,   3,   7,   14,   2,   16,   12,   17,   13,   8"
Aegithalos caudatus,Long-tailed Tit,"0.1,   0.11,   0.12,   0.13,   0.14,   0.19,   0.28,   0.3,   0.4,   0.44,   0.49,   0.55,   0.64,   0.72","xa23,   A021,   A037,   A025,   A023,   A032,   A029,   A033,   A024,   A027,   A026,   A030,   A022,   A036","11,   1,   14,   10,   16,   18,   17,   13,   7,   6,   19,   8,   15,   3"
Dryocopus martius,Black Woodpecker,"0.11,   0.11,   0.11,   0.13,   0.15,   0.19,   0.19,   0.21,   0.22,   0.26","A027,   A037,   A022,   A026,   A021,   xa23,   A024,   A036,   A032,   A034","6,   14,   15,   19,   1,   11,   7,   3,   18,   12"
Saxicola rubicola,European Stonechat,"0.1,   0.11,   0.11,   0.11,   0.11,   0.11,   0.11,   0.13,   0.14,   0.14,   0.15,   0.15,   0.17,   0.19,   0.21","A035,   A034,   xa23,   A025,   A036,   A023,   A024,   A026,   A022,   A027,   A021,   A033,   A032,   A029,   A037","2,   12,   11,   10,   3,   16,   7,   19,   15,   6,   1,   13,   18,   17,   14"
Columba oenas,Stock Dove,"0.11,   0.11,   0.12,   0.12,   0.13,   0.14,   0.14,   0.17,   0.27,   0.3","A034,   A027,   A032,   xa23,   A024,   A022,   A037,   A021,   A025,   A026","12,   6,   18,   11,   7,   15,   14,   1,   10,   19"
Coccothraustes coccothraustes,Hawfinch,"0.13,   0.14,   0.18,   0.18,   0.24,   0.25,   0.27,   0.33,   0.34,   0.34,   0.63,   0.78,   0.94,   0.98","A033,   xa23,   A024,   A021,   A029,   A037,   A035,   A036,   A027,   A034,   A022,   A025,   A032,   A030","13,   11,   7,   1,   17,   14,   2,   3,   6,   12,   15,   10,   18,   8"
Certhia familiaris,Eurasian Treecreeper,"0.11,   0.11,   0.13,   0.14,   0.15,   0.23,   0.38,   0.44","A024,   A022,   A021,   A037,   xa23,   A034,   A027,   A026","7,   15,   1,   14,   11,   12,   6,   19"
Corvus monedula,Eurasian Jackdaw,"0.1,   0.11,   0.12,   0.12,   0.12,   0.13,   0.14,   0.14,   0.19,   0.2,   0.44,   0.49,   0.52,   0.58,   0.84,   0.87","A024,   A029,   A022,   A032,   A021,   A033,   A023,   A026,   xa23,   A027,   A025,   A036,   A037,   A035,   A030,   A034","7,   17,   15,   18,   1,   13,   16,   19,   11,   6,   10,   3,   14,   2,   8,   12"
Emberiza calandra,Corn Bunting,"0.1,   0.1,   0.11,   0.11,   0.11,   0.12,   0.12,   0.12,   0.13,   0.13,   0.13,   0.15,   0.19","xa23,   A035,   A021,   A029,   A022,   A034,   A023,   A024,   A026,   A036,   A037,   A032,   A027","11,   2,   1,   17,   15,   12,   16,   7,   19,   3,   14,   18,   6"
Riparia riparia,Bank Swallow,"0.11,   0.12,   0.12,   0.13,   0.13,   0.13,   0.15,   0.22,   0.29","A034,   A035,   A023,   A021,   A037,   A026,   A025,   A029,   A032","12,   2,   16,   1,   14,   19,   10,   17,   18"
Alcedo atthis,Common Kingfisher,"0.1,   0.11,   0.18,   0.19,   0.3","A034,   A021,   xa23,   A024,   A037","12,   1,   11,   7,   14"
Motacilla cinerea,Gray Wagtail,"0.1,   0.1,   0.11,   0.11,   0.11,   0.11,   0.12,   0.13,   0.13,   0.13,   0.14,   0.19,   0.29,   0.58,   0.95","A034,   A029,   A025,   xa23,   A021,   A037,   A027,   A026,   A022,   A036,   A024,   A033,   A032,   A035,   A030","12,   17,   10,   11,   1,   14,   6,   19,   15,   3,   7,   13,   18,   2,   8"
Mareca strepera,Gadwall,"0.11,   0.11,   0.12,   0.12,   0.12,   0.13,   0.13,   0.15,   0.15,   0.16,   0.16,   0.2,   0.26,   0.52","A032,   A027,   A034,   A026,   A022,   A036,   A021,   A035,   A037,   xa23,   A024,   A029,   A033,   A023","18,   6,   12,   19,   15,   3,   1,   2,   14,   11,   7,   17,   13,   16"
Aythya ferina,Common Pochard,"0.1,   0.11,   0.12,   0.13,   0.14,   0.14,   0.18,   0.19","A035,   A021,   A034,   A026,   A036,   A037,   A032,   A029","2,   1,   12,   19,   3,   14,   18,   17"
Lanius collurio,Red-backed Shrike,"0.11,   0.11,   0.11,   0.12,   0.14,   0.21,   0.27,   0.42","A032,   A022,   A027,   xa23,   A029,   A024,   A021,   A023","18,   15,   6,   11,   17,   7,   1,   16"
Actitis hypoleucos,Common Sandpiper,"0.11,   0.12,   0.14,   0.15,   0.15,   0.17,   0.19,   0.19,   0.31,   0.36,   0.37,   0.43,   0.51,   0.6,   0.83,   0.93","A032,   A026,   A035,   A024,   A025,   A037,   A029,   A027,   A021,   xa23,   A034,   A036,   A022,   A030,   A033,   A023","18,   19,   2,   7,   10,   14,   17,   6,   1,   11,   12,   3,   15,   8,   13,   16"
Tringa totanus,Common Redshank,"0.1,   0.11,   0.11,   0.11,   0.12,   0.14,   0.15,   0.16,   0.16,   0.17,   0.18,   0.19,   0.23,   0.25,   0.36","A036,   A024,   A027,   A032,   A037,   A021,   xa23,   A022,   A029,   A025,   A033,   A023,   A026,   A034,   A035","3,   7,   6,   18,   14,   1,   11,   15,   17,   10,   13,   16,   19,   12,   2"
Tringa nebularia,Common Greenshank,"0.1,   0.1,   0.11,   0.11,   0.12,   0.12,   0.12,   0.13,   0.19,   0.2,   0.22,   0.22,   0.23,   0.24,   0.65","A029,   A021,   A037,   A035,   xa23,   A023,   A027,   A034,   A024,   A026,   A036,   A022,   A032,   A025,   A033","17,   1,   14,   2,   11,   16,   6,   12,   7,   19,   3,   15,   18,   10,   13"
Ardea cinerea,Gray Heron,"0.1,   0.11,   0.13,   0.21,   0.24,   0.25,   0.26,   0.27,   0.43,   0.52,   0.66,   0.83,   0.87,   0.91,   0.96","A037,   A034,   A024,   A026,   A036,   A035,   A027,   A032,   A022,   xa23,   A025,   A023,   A029,   A033,   A021","14,   12,   7,   19,   3,   2,   6,   18,   15,   11,   10,   16,   17,   13,   1"
Grus grus,Common Crane,"0.1,   0.11,   0.12,   0.13,   0.13,   0.14,   0.14,   0.15,   0.15,   0.16,   0.17,   0.18,   0.26,   0.27,   0.47,   0.55","A036,   A029,   A035,   A027,   xa23,   A026,   A037,   A032,   A021,   A024,   A023,   A022,   A034,   A025,   A033,   A030","3,   17,   2,   6,   11,   19,   14,   18,   1,   7,   16,   15,   12,   10,   13,   8"
Falco subbuteo,Eurasian Hobby,"0.1,   0.11,   0.11,   0.12,   0.13,   0.14,   0.15,   0.15,   0.23,   0.25,   0.28","A036,   A034,   A022,   A033,   xa23,   A032,   A026,   A021,   A029,   A035,   A037","3,   12,   15,   13,   11,   18,   19,   1,   17,   2,   14"
Numenius phaeopus,Whimbrel,"0.1,   0.11,   0.11,   0.14,   0.15,   0.16,   0.17,   0.18,   0.18,   0.19,   0.2","xa23,   A022,   A026,   A037,   A032,   A021,   A025,   A036,   A023,   A029,   A035","11,   15,   19,   14,   18,   1,   10,   3,   16,   17,   2"
Anthus pratensis,Meadow Pipit,"0.1,   0.1,   0.11,   0.11,   0.11,   0.12,   0.12,   0.12,   0.13,   0.13,   0.15,   0.15,   0.22,   0.23,   0.29","A023,   A033,   A032,   xa23,   A026,   A021,   A034,   A024,   A025,   A037,   A022,   A035,   A036,   A027,   A029","16,   13,   18,   11,   19,   1,   12,   7,   10,   14,   15,   2,   3,   6,   17"
Phylloscopus sibilatrix,Wood Warbler,"0.12,   0.22,   0.24,   0.28,   0.72","A021,   A027,   A024,   A036,   A029","1,   6,   7,   3,   17"
Anser anser,Graylag Goose,"0.1,   0.1,   0.11,   0.12,   0.13,   0.14,   0.15,   0.15,   0.16,   0.18,   0.18,   0.19,   0.23,   0.3,   0.32,   0.68","A033,   A034,   A032,   A037,   A025,   xa23,   A024,   A029,   A021,   A023,   A022,   A035,   A026,   A036,   A027,   A030","13,   12,   18,   14,   10,   11,   7,   17,   1,   16,   15,   2,   19,   3,   6,   8"
Regulus regulus,Goldcrest,"0.1,   0.1,   0.11,   0.11,   0.11,   0.13,   0.14,   0.15,   0.16,   0.16,   0.17,   0.28","A021,   A035,   A022,   A033,   A036,   A023,   A024,   A027,   A025,   A029,   xa23,   A037","1,   2,   15,   13,   3,   16,   7,   6,   10,   17,   11,   14"
Fringilla coelebs,Common Chaffinch,"0.11,   0.11,   0.11,   0.12,   0.14,   0.14,   0.15,   0.17,   0.21,   0.24,   0.26,   0.38,   0.41,   0.74","A036,   A025,   A022,   A034,   A021,   A027,   xa23,   A023,   A029,   A032,   A037,   A033,   A024,   A030","3,   10,   15,   12,   1,   6,   11,   16,   17,   18,   14,   13,   7,   8"
Phasianus colchicus,Ring-necked Pheasant,"0.1,   0.1,   0.11,   0.11,   0.15,   0.16,   0.17,   0.19,   0.2,   0.22,   0.3,   0.32,   0.75,   0.97","A024,   xa23,   A023,   A021,   A029,   A034,   A032,   A037,   A025,   A033,   A027,   A036,   A026,   A030","7,   11,   16,   1,   17,   12,   18,   14,   10,   13,   6,   3,   19,   8"
Accipiter gentilis,Northern Goshawk,"0.12,   0.12,   0.13,   0.26","A037,   A024,   A021,   xa23","14,   7,   1,   11"
Pica pica,Eurasian Magpie,"0.11,   0.11,   0.11,   0.12,   0.12,   0.12,   0.13,   0.13,   0.16,   0.17,   0.2,   0.43,   0.6,   0.77","A026,   A034,   A023,   A022,   A024,   xa23,   A021,   A027,   A032,   A029,   A036,   A025,   A037,   A033","19,   12,   16,   15,   7,   11,   1,   6,   18,   17,   3,   10,   14,   13"
Mareca penelope,Eurasian Wigeon,"0.11,   0.11,   0.12,   0.12,   0.13,   0.14,   0.14,   0.15,   0.16,   0.18,   0.18,   0.23,   0.27,   0.35,   0.62","A033,   A029,   xa23,   A024,   A036,   A035,   A037,   A034,   A022,   A025,   A021,   A023,   A027,   A026,   A032","13,   17,   11,   7,   3,   2,   14,   12,   15,   10,   1,   16,   6,   19,   18"
Calidris alpina,Dunlin,"0.1,   0.11,   0.11,   0.11,   0.12,   0.13,   0.16,   0.22,   0.27,   0.31,   0.35,   0.44","A026,   xa23,   A035,   A036,   A023,   A033,   A022,   A037,   A021,   A029,   A025,   A034","19,   11,   2,   3,   16,   13,   15,   14,   1,   17,   10,   12"
Oenanthe oenanthe,Northern Wheatear,"0.1,   0.1,   0.11,   0.11,   0.12,   0.13,   0.13,   0.14,   0.14,   0.15,   0.15,   0.17,   0.23,   0.31,   0.39","A036,   A034,   xa23,   A032,   A021,   A033,   A029,   A026,   A027,   A037,   A023,   A025,   A024,   A022,   A035","3,   12,   11,   18,   1,   13,   17,   19,   6,   14,   16,   10,   7,   15,   2"
Branta canadensis,Canada Goose,"0.1,   0.11,   0.11,   0.12,   0.14,   0.14,   0.15,   0.16,   0.16,   0.17,   0.18,   0.18,   0.38,   0.4,   0.58","A037,   A029,   A027,   A026,   A032,   A023,   A021,   A025,   A022,   A033,   A036,   A034,   A024,   A035,   A030","14,   17,   6,   19,   18,   16,   1,   10,   15,   13,   3,   12,   7,   2,   8"
Linaria cannabina,Eurasian Linnet,"0.1,   0.1,   0.11,   0.12,   0.13,   0.17,   0.21,   0.23,   0.23,   0.3,   0.62,   0.69,   0.71,   0.8,   0.95","xa23,   A026,   A034,   A024,   A033,   A022,   A021,   A029,   A025,   A023,   A037,   A032,   A027,   A035,   A036","11,   19,   12,   7,   13,   15,   1,   17,   10,   16,   14,   18,   6,   2,   3"
Saxicola rubetra,Whinchat,"0.1,   0.11,   0.11,   0.13,   0.14,   0.14,   0.14,   0.16,   0.21,   0.23,   0.36,   0.39","A022,   A029,   A026,   A032,   A023,   A035,   xa23,   A034,   A027,   A036,   A021,   A033","15,   17,   19,   18,   16,   2,   11,   12,   6,   3,   1,   13"
Cygnus olor,Mute Swan,"0.11,   0.14,   0.15,   0.21,   0.21,   0.22,   0.23,   0.31,   0.7","A024,   A021,   A029,   A032,   A027,   A026,   A022,   A035,   A034","7,   1,   17,   18,   6,   19,   15,   2,   12"
Milvus migrans,Black Kite,"0.1,   0.11,   0.12,   0.12,   0.13,   0.13,   0.19,   0.26,   0.38,   0.61,   0.91","A024,   xa23,   A023,   A037,   A035,   A022,   A021,   A034,   A029,   A032,   A026","7,   11,   16,   14,   2,   15,   1,   12,   17,   18,   19"
Lophophanes cristatus,Crested Tit,"0.1,   0.11,   0.14,   0.16,   0.18,   0.2,   0.29,   0.37","A037,   A027,   xa23,   A021,   A033,   A025,   A032,   A036","14,   6,   11,   1,   13,   10,   18,   3"
Muscicapa striata,Spotted Flycatcher,"0.1,   0.1,   0.1,   0.11,   0.12,   0.14,   0.16,   0.19,   0.19,   0.2,   0.31,   0.36","A022,   xa23,   A037,   A027,   A023,   A029,   A021,   A036,   A032,   A035,   A024,   A026","15,   11,   14,   6,   16,   17,   1,   3,   18,   2,   7,   19"
Himantopus himantopus,Black-winged Stilt,"0.11,   0.12,   0.12,   0.12,   0.15,   0.37","A029,   A022,   A026,   A025,   A035,   A032","17,   15,   19,   10,   2,   18"
Charadrius hiaticula,Common Ringed Plover,"0.1,   0.11,   0.11,   0.11,   0.11,   0.12,   0.12,   0.12,   0.13,   0.14,   0.15,   0.17,   0.23,   0.25","A025,   xa23,   A029,   A024,   A026,   A033,   A035,   A023,   A032,   A027,   A022,   A036,   A034,   A037","10,   11,   17,   7,   19,   13,   2,   16,   18,   6,   15,   3,   12,   14"
Columba livia,Rock Pigeon,"0.1,   0.12,   0.15,   0.16,   0.34","A027,   A024,   A033,   A022,   A025","6,   7,   13,   15,   10"
Turdus pilaris,Fieldfare,"0.11,   0.12,   0.13,   0.13,   0.13,   0.13,   0.13,   0.14,   0.15,   0.88","A029,   A027,   xa23,   A036,   A024,   A025,   A035,   A033,   A022,   A037","17,   6,   11,   3,   7,   10,   2,   13,   15,   14"
Circus aeruginosus,Eurasian Marsh-Harrier,"0.11,   0.12,   0.13,   0.15,   0.16,   0.17,   0.19,   0.2,   0.26,   0.26","A023,   A024,   A027,   A035,   A025,   A037,   A033,   A029,   A032,   A022","16,   7,   6,   2,   10,   14,   13,   17,   18,   15"
Anthus spinoletta,Water Pipit,"0.11,   0.18,   0.2,   0.2,   0.24","A032,   A035,   A037,   A022,   A029","18,   2,   14,   15,   17"
Sterna hirundo,Common Tern,"0.1,   0.1,   0.12,   0.13,   0.23,   0.25,   0.33","A022,   A033,   A025,   A029,   xa23,   A034,   A032","15,   13,   10,   17,   11,   12,   18"
Tadorna tadorna,Common Shelduck,"0.11,   0.13,   0.23","A037,   A025,   A022","14,   10,   15"
Corvus corax,Common Raven,"0.11,   0.12,   0.15,   0.24,   0.31,   0.32,   0.33,   0.34","A024,   A035,   A032,   A022,   A033,   A034,   A025,   xa23","7,   2,   18,   15,   13,   12,   10,   11"
Alopochen aegyptiaca,Egyptian Goose,"0.13,   0.16,   0.18,   0.25,   0.32,   0.4,   0.42,   0.47,   0.79,   0.81,   0.87,   0.92,   0.99,   0.99","A023,   A029,   xa23,   A034,   A022,   A036,   A024,   A035,   A032,   A026,   A027,   A025,   A037,   A033","16,   17,   11,   12,   15,   3,   7,   2,   18,   19,   6,   10,   14,   13"
Larus argentatus,Herring Gull,"0.11,   0.11,   0.11,   0.11,   0.13,   0.14,   0.17,   0.18,   0.25,   0.25","A029,   A024,   A037,   A025,   A023,   A027,   A035,   A026,   A032,   A022","17,   7,   14,   10,   16,   6,   2,   19,   18,   15"
Limosa limosa,Black-tailed Godwit,"0.13,   0.13,   0.39","A029,   xa23,   A022","17,   11,   15"
Recurvirostra avosetta,Pied Avocet,"0.1,   0.12,   0.12,   0.13,   0.14,   0.15,   0.17,   0.17","A027,   A033,   A037,   A022,   A025,   A034,   A032,   A035","6,   13,   14,   15,   10,   12,   18,   2"
Larus fuscus,Lesser Black-backed Gull,"0.1,   0.1,   0.14,   0.14,   0.17,   0.2,   0.23,   0.32","A026,   xa23,   A037,   A029,   A032,   A022,   A024,   A025","19,   11,   14,   17,   18,   15,   7,   10"
Larus michahellis,Yellow-legged Gull,"0.1,   0.12,   0.12,   0.13,   0.13,   0.14,   0.15,   0.16,   0.19,   0.21,   0.21","A032,   xa23,   A033,   A026,   A025,   A035,   A037,   A022,   A034,   A024,   A036","18,   11,   13,   19,   10,   2,   14,   15,   12,   7,   3"
Thalasseus sandvicensis,Sandwich Tern,"0.11,   0.13,   0.14,   0.2,   0.21,   0.22,   0.3","A029,   A036,   A023,   A037,   A026,   xa23,   A025","17,   3,   16,   14,   19,   11,   10"
Egretta garzetta,Little Egret,"0.1,   0.11,   0.13,   0.33","A024,   A026,   xa23,   A027","7,   19,   11,   6"
Ciconia ciconia,White Stork,"0.12,   0.17,   0.17,   0.18,   0.21,   0.35","A035,   A033,   A027,   A029,   A025,   A024","2,   13,   6,   17,   10,   7"
Phalacrocorax carbo,Great Cormorant,"0.1,   0.1,   0.15,   0.18,   0.18,   0.21,   0.3,   0.37","A032,   A025,   A035,   A029,   A034,   xa23,   A027,   A024","18,   10,   2,   17,   12,   11,   6,   7"
Bubulcus ibis,Cattle Egret,"0.12,   0.18,   0.49,   0.5","A027,   A032,   A025,   A024","6,   18,   10,   7"
Chlidonias niger,Black Tern,"0.11,   0.11,   0.11,   0.12,   0.21","A027,   A025,   xa23,   A032,   A037","6,   10,   11,   18,   14"
Passer domesticus,House Sparrow,"0.11,   0.11,   0.11,   0.12,   0.14,   0.19","A025,   A033,   A034,   xa23,   A037,   A032","10,   13,   12,   11,   14,   18"
Mergus merganser,Common Merganser,"0.12,   0.2,   0.22,   0.34","A035,   A032,   xa23,   A034","2,   18,   11,   12"
Corvus cornix,Hooded Crow,"0.14,   0.26,   0.58","A033,   A034,   A030","13,   12,   8"
Botaurus stellaris,Great Bittern,"0.11,   0.22","A033,   A034","13,   12"
Poecile montanus,Willow Tit,0.23,A033,13
Passer montanus,Eurasian Tree Sparrow,"0.12,   0.15,   0.23","A033,   A037,   xa23","13,   14,   11"
Pandion haliaetus,Osprey,"0.12,   0.28","A033,   A034","13,   12"
Tringa erythropus,Spotted Redshank,0.1,A033,13
Loxia curvirostra,Red Crossbill,0.26,A034,12
Larus canus,Common Gull,0.11,A034,12
Ardea alba,Great Egret,0.17,A027,6
Accipiter nisus,Eurasian Sparrowhawk,0.1,A024,7
Bucephala clangula,Common Goldeneye,0.54,A030,8
